countryOfAsylum,countryOfOrigin,year,totalRefugees
COG,BDI,2013,91
COG,CMR,2013,1
COG,CAF,2013,10084
COG,TCD,2013,47
COG,CIV,2013,5
COG,COD,2013,31936
COG,IRN,2013,1
COG,LBR,2013,2
COG,MLI,2013,1
COG,MRT,2013,7
COG,NGA,2013,3
COG,RWA,2013,8496
COG,SLE,2013,3
COG,LKA,2013,0
COG,SDN,2013,31
COG,TGO,2013,2
COG,UGA,2013,1
CRI,AFG,2013,2
CRI,AGO,2013,2
CRI,ARG,2013,2
CRI,ARM,2013,2
CRI,BLR,2013,8
CRI,BOL,2013,8
CRI,BGR,2013,13
CRI,CHN,2013,1
CRI,COL,2013,16586
CRI,CIV,2013,1
CRI,CUB,2013,845
CRI,CYP,2013,4
CRI,COD,2013,3
CRI,DOM,2013,6
CRI,SLV,2013,148
CRI,ERI,2013,4
CRI,ETH,2013,1
CRI,GEO,2013,15
CRI,DEU,2013,1
CRI,GHA,2013,2
CRI,GTM,2013,43
CRI,HTI,2013,38
CRI,HND,2013,57
CRI,IND,2013,7
CRI,IRQ,2013,0
CRI,IRN,2013,5
CRI,ISR,2013,16
CRI,LBR,2013,4
CRI,MEX,2013,8
CRI,NIC,2013,601
CRI,NGA,2013,28
CRI,PAN,2013,18
CRI,PER,2013,228
CRI,MDA,2013,2
CRI,ROU,2013,4
CRI,RUS,2013,21
CRI,SLE,2013,3
CRI,SOM,2013,15
CRI,ZAF,2013,1
CRI,SDN,2013,1
CRI,SYR,2013,1
CRI,UGA,2013,2
CRI,UKR,2013,18
CRI,USA,2013,2
CRI,UZB,2013,7
CRI,VEN,2013,221
CIV,AFG,2013,1
CIV,AGO,2013,5
CIV,BEN,2013,1
CIV,BFA,2013,3
CIV,BDI,2013,33
CIV,KHM,2013,28
CIV,CMR,2013,1
CIV,CAF,2013,43
CIV,TCD,2013,17
CIV,COG,2013,161
CIV,COD,2013,159
CIV,ERI,2013,1
CIV,ETH,2013,2
CIV,GHA,2013,1
CIV,GIN,2013,4
CIV,IRN,2013,6
CIV,LBN,2013,1
CIV,LBR,2013,2366
CIV,MRT,2013,1
CIV,NER,2013,4
CIV,NGA,2013,19
CIV,PAK,2013,1
CIV,RWA,2013,74
CIV,LKA,2013,1
CIV,SDN,2013,7
CIV,SYR,2013,2
CIV,TGO,2013,29
CIV,UGA,2013,1
CIV,VNM,2013,8
HRV,AFG,2013,20
HRV,ARM,2013,1
HRV,BIH,2013,386
HRV,COG,2013,3
HRV,ERI,2013,2
HRV,GEO,2013,4
HRV,IRQ,2013,5
HRV,KAZ,2013,4
HRV,NGA,2013,1
HRV,MDA,2013,2
HRV,RUS,2013,10
HRV,SRB,2013,200
HRV,SOM,2013,5
HRV,SDN,2013,2
HRV,SYR,2013,22
HRV,TUR,2013,6
HRV,UKR,2013,5
HRV,UZB,2013,3
HRV,ZWE,2013,1
CUB,COL,2013,0
CUB,ERI,2013,0
CUB,ETH,2013,1
CUB,HTI,2013,1
CUB,IRN,2013,1
CUB,KAZ,2013,0
CUB,SOM,2013,1
CUB,PSE,2013,2
CUB,SYR,2013,24
CUB,ESH,2013,353
CUB,YEM,2013,1
CUW,COL,2013,6
CUW,CUB,2013,1
CUW,JAM,2013,7
CUW,SYR,2013,1
CYP,AFG,2013,7
CYP,DZA,2013,4
CYP,ARM,2013,23
CYP,BGD,2013,3
CYP,BIH,2013,15
CYP,BFA,2013,2
CYP,CMR,2013,11
CYP,CHN,2013,3
CYP,COM,2013,1
CYP,HRV,2013,1
CYP,CUB,2013,1
CYP,COD,2013,12
CYP,EGY,2013,75
CYP,ERI,2013,4
CYP,ETH,2013,4
CYP,GEO,2013,85
CYP,GHA,2013,1
CYP,GIN,2013,1
CYP,IND,2013,3
CYP,IDN,2013,1
CYP,IRQ,2013,648
CYP,IRN,2013,457
CYP,JOR,2013,16
CYP,KGZ,2013,3
CYP,LBN,2013,32
CYP,LBR,2013,1
CYP,LBY,2013,1
CYP,MLI,2013,1
CYP,MAR,2013,1
CYP,NPL,2013,1
CYP,NGA,2013,5
CYP,PAK,2013,17
CYP,PHL,2013,8
CYP,MDA,2013,18
CYP,RUS,2013,59
CYP,SRB,2013,59
CYP,SLE,2013,20
CYP,SOM,2013,11
CYP,LKA,2013,22
CYP,PSE,2013,1723
CYP,SDN,2013,5
CYP,SYR,2013,316
CYP,TJK,2013,1
CYP,MKD,2013,2
CYP,TUR,2013,162
CYP,UKR,2013,28
CYP,UZB,2013,4
CYP,VNM,2013,1
CYP,YEM,2013,3
CZE,AFG,2013,238
CZE,ALB,2013,17
CZE,DZA,2013,1
CZE,AGO,2013,22
CZE,ARM,2013,63
CZE,AZE,2013,25
CZE,BGD,2013,1
CZE,BLR,2013,353
CZE,BIH,2013,11
CZE,BGR,2013,26
CZE,BFA,2013,1
CZE,BDI,2013,2
CZE,KHM,2013,2
CZE,CMR,2013,6
CZE,TCD,2013,1
CZE,CHN,2013,8
CZE,COG,2013,4
CZE,CIV,2013,2
CZE,HRV,2013,1
CZE,CUB,2013,131
CZE,COD,2013,40
CZE,DJI,2013,2
CZE,ECU,2013,4
CZE,EGY,2013,3
CZE,ERI,2013,12
CZE,ETH,2013,9
CZE,GMB,2013,2
CZE,GEO,2013,39
CZE,GHA,2013,11
CZE,GIN,2013,5
CZE,IND,2013,2
CZE,IRQ,2013,162
CZE,IRN,2013,37
CZE,ISR,2013,1
CZE,JOR,2013,1
CZE,KAZ,2013,193
CZE,KGZ,2013,32
CZE,LBR,2013,3
CZE,LBY,2013,7
CZE,MNG,2013,2
CZE,MAR,2013,3
CZE,MMR,2013,153
CZE,NGA,2013,13
CZE,PAK,2013,20
CZE,MDA,2013,21
CZE,ROU,2013,121
CZE,RUS,2013,433
CZE,RWA,2013,1
CZE,SAU,2013,3
CZE,SEN,2013,1
CZE,SRB,2013,56
CZE,SLE,2013,5
CZE,SOM,2013,29
CZE,ZAF,2013,3
CZE,LKA,2013,14
CZE,PSE,2013,2
CZE,SDN,2013,20
CZE,SYR,2013,149
CZE,TJK,2013,1
CZE,MKD,2013,1
CZE,TGO,2013,3
CZE,TUN,2013,1
CZE,TUR,2013,18
CZE,TKM,2013,5
CZE,UGA,2013,4
CZE,UKR,2013,110
CZE,UZB,2013,96
CZE,VNM,2013,67
COD,AGO,2013,558
COD,BDI,2013,9762
COD,CMR,2013,6
COD,CAF,2013,53385
COD,TCD,2013,2
COD,COG,2013,673
COD,CIV,2013,6
COD,ERI,2013,1
COD,ETH,2013,1
COD,GIN,2013,7
COD,LBR,2013,6
COD,RWA,2013,43674
COD,SLE,2013,1
COD,SOM,2013,30
COD,SDN,2013,2564
COD,UGA,2013,2686
DNK,AFG,2013,2139
DNK,ALB,2013,45
DNK,DZA,2013,9
DNK,AGO,2013,2
DNK,ARM,2013,70
DNK,AZE,2013,92
DNK,BGD,2013,10
DNK,BLR,2013,7
DNK,BEN,2013,1
DNK,BTN,2013,4
DNK,BIH,2013,103
DNK,BFA,2013,1
DNK,BDI,2013,31
DNK,KHM,2013,1
DNK,CMR,2013,6
DNK,TCD,2013,1
DNK,CHN,2013,32
DNK,COL,2013,0
DNK,COG,2013,4
DNK,CIV,2013,10
DNK,PRK,2013,9
DNK,COD,2013,80
DNK,DJI,2013,1
DNK,EGY,2013,0
DNK,ERI,2013,108
DNK,ETH,2013,18
DNK,GEO,2013,21
DNK,GHA,2013,2
DNK,GTM,2013,2
DNK,GIN,2013,3
DNK,GNB,2013,3
DNK,IND,2013,17
DNK,IDN,2013,1
DNK,IRQ,2013,1034
DNK,IRN,2013,1842
DNK,JOR,2013,6
DNK,KAZ,2013,2
DNK,KEN,2013,7
DNK,KWT,2013,1
DNK,KGZ,2013,5
DNK,LBN,2013,35
DNK,LBY,2013,19
DNK,MLI,2013,1
DNK,MNG,2013,1
DNK,MAR,2013,7
DNK,MMR,2013,60
DNK,NPL,2013,8
DNK,NGA,2013,14
DNK,PAK,2013,46
DNK,PER,2013,1
DNK,PHL,2013,0
DNK,KOR,2013,1
DNK,ROU,2013,3
DNK,RUS,2013,1023
DNK,RWA,2013,28
DNK,SAU,2013,1
DNK,SRB,2013,765
DNK,SLE,2013,1
DNK,SOM,2013,798
DNK,LKA,2013,78
DNK,PSE,2013,199
DNK,SDN,2013,65
DNK,SYR,2013,3271
DNK,TJK,2013,4
DNK,MKD,2013,13
DNK,TUN,2013,1
DNK,TUR,2013,15
DNK,UGA,2013,27
DNK,UKR,2013,16
DNK,TZA,2013,1
DNK,UZB,2013,10
DNK,VNM,2013,6
DNK,YEM,2013,2
DNK,ZMB,2013,1
DNK,ZWE,2013,9
DJI,BGD,2013,1
DJI,ERI,2013,330
DJI,ETH,2013,497
DJI,IRQ,2013,4
DJI,KEN,2013,9
DJI,PHL,2013,2
DJI,SOM,2013,19169
DJI,SDN,2013,2
DJI,YEM,2013,1
DOM,COL,2013,1
DOM,HTI,2013,716
DOM,IRQ,2013,1
DOM,SYR,2013,3
ECU,AFG,2013,112
ECU,ALB,2013,6
ECU,AGO,2013,2
ECU,ARG,2013,2
ECU,ARM,2013,4
ECU,AZE,2013,2
ECU,BGD,2013,2
ECU,BLR,2013,1
ECU,BIH,2013,1
ECU,BRA,2013,3
ECU,BDI,2013,2
ECU,CMR,2013,2
ECU,CHL,2013,5
ECU,CHN,2013,12
ECU,COL,2013,122359
ECU,COG,2013,4
ECU,CIV,2013,2
ECU,CUB,2013,228
ECU,DOM,2013,4
ECU,EGY,2013,1
ECU,SLV,2013,5
ECU,ERI,2013,11
ECU,ETH,2013,3
ECU,DEU,2013,1
ECU,GHA,2013,2
ECU,GIN,2013,9
ECU,GNB,2013,1
ECU,HTI,2013,25
ECU,IND,2013,2
ECU,IRQ,2013,36
ECU,IRN,2013,26
ECU,JAM,2013,1
ECU,KWT,2013,1
ECU,KGZ,2013,1
ECU,LBN,2013,5
ECU,LBR,2013,6
ECU,LTU,2013,1
ECU,MLI,2013,2
ECU,MAR,2013,4
ECU,NPL,2013,5
ECU,NIC,2013,1
ECU,NER,2013,1
ECU,NGA,2013,25
ECU,PAK,2013,29
ECU,PAN,2013,2
ECU,PRY,2013,1
ECU,PER,2013,93
ECU,POL,2013,1
ECU,RUS,2013,29
ECU,SAU,2013,3
ECU,SRB,2013,14
ECU,SLE,2013,1
ECU,SOM,2013,7
ECU,ESP,2013,4
ECU,LKA,2013,16
ECU,PSE,2013,9
ECU,SDN,2013,5
ECU,SWZ,2013,1
ECU,SYR,2013,11
ECU,TGO,2013,2
ECU,TUR,2013,2
ECU,TKM,2013,2
ECU,UGA,2013,1
ECU,UKR,2013,0
ECU,USA,2013,6
ECU,URY,2013,1
ECU,UZB,2013,4
ECU,VEN,2013,7
ECU,VNM,2013,3
ECU,ESH,2013,5
ECU,ZWE,2013,5
EGY,AFG,2013,1
EGY,DZA,2013,4
EGY,AGO,2013,1
EGY,AZE,2013,1
EGY,BDI,2013,43
EGY,CMR,2013,2
EGY,CAF,2013,2
EGY,TCD,2013,38
EGY,CHN,2013,5
EGY,COG,2013,7
EGY,CIV,2013,312
EGY,COD,2013,43
EGY,DJI,2013,5
EGY,ERI,2013,1523
EGY,ETH,2013,1029
EGY,GIN,2013,9
EGY,IDN,2013,1
EGY,IRQ,2013,5506
EGY,IRN,2013,1
EGY,JOR,2013,0
EGY,KEN,2013,6
EGY,LBR,2013,5
EGY,LBY,2013,5
EGY,MLI,2013,6
EGY,MAR,2013,1
EGY,MMR,2013,2
EGY,NGA,2013,1
EGY,PAK,2013,1
EGY,PHL,2013,1
EGY,RUS,2013,11
EGY,RWA,2013,14
EGY,SAU,2013,2
EGY,SRB,2013,8
EGY,SOM,2013,6316
EGY,SSD,2013,299
EGY,LKA,2013,3
EGY,PSE,2013,70026
EGY,SDN,2013,12927
EGY,SYR,2013,131659
EGY,TJK,2013,11
EGY,TUN,2013,1
EGY,TKM,2013,4
EGY,UGA,2013,17
EGY,UZB,2013,2
EGY,YEM,2013,216
EGY,ZWE,2013,9
SLV,DZA,2013,1
SLV,CHN,2013,2
SLV,COL,2013,3
SLV,HND,2013,12
SLV,IRN,2013,1
SLV,NIC,2013,25
ERI,ETH,2013,39
ERI,SOM,2013,3054
ERI,SSD,2013,16
ERI,SDN,2013,57
ERI,YEM,2013,0
EST,AFG,2013,15
EST,DZA,2013,2
EST,ARM,2013,2
EST,BGD,2013,1
EST,BLR,2013,7
EST,CIV,2013,2
EST,GEO,2013,3
EST,IRQ,2013,1
EST,PAK,2013,2
EST,RUS,2013,13
EST,SOM,2013,4
EST,LKA,2013,7
EST,PSE,2013,1
EST,SDN,2013,1
EST,SYR,2013,2
EST,TJK,2013,1
EST,TUR,2013,2
EST,TKM,2013,2
EST,UGA,2013,1
ETH,AFG,2013,1
ETH,BDI,2013,59
ETH,TCD,2013,1
ETH,CIV,2013,3
ETH,COD,2013,516
ETH,DJI,2013,75
ETH,EGY,2013,1
ETH,ERI,2013,84377
ETH,IRQ,2013,2
ETH,KEN,2013,2894
ETH,NGA,2013,3
ETH,RWA,2013,11
ETH,SOM,2013,240825
ETH,SSD,2013,71506
ETH,SDN,2013,33582
ETH,UGA,2013,20
ETH,TZA,2013,2
ETH,YEM,2013,58
ETH,ZWE,2013,0
FJI,AFG,2013,0
FJI,COD,2013,1
FJI,ERI,2013,1
FJI,NGA,2013,1
FJI,PAK,2013,1
FJI,SOM,2013,1
FIN,AFG,2013,1357
FIN,ALB,2013,8
FIN,DZA,2013,20
FIN,AGO,2013,216
FIN,ARM,2013,5
FIN,AZE,2013,39
FIN,BGD,2013,23
FIN,BLR,2013,10
FIN,BOL,2013,2
FIN,BIH,2013,36
FIN,BRA,2013,2
FIN,BDI,2013,2
FIN,KHM,2013,3
FIN,CMR,2013,58
FIN,TCD,2013,1
FIN,CHN,2013,95
FIN,COL,2013,1
FIN,COG,2013,12
FIN,CIV,2013,14
FIN,HRV,2013,10
FIN,CUB,2013,6
FIN,COD,2013,196
FIN,DJI,2013,1
FIN,ECU,2013,3
FIN,EGY,2013,1
FIN,ERI,2013,23
FIN,ETH,2013,82
FIN,GMB,2013,18
FIN,GEO,2013,4
FIN,GHA,2013,41
FIN,GTM,2013,4
FIN,GIN,2013,23
FIN,GNB,2013,1
FIN,HND,2013,4
FIN,IND,2013,11
FIN,IRQ,2013,3448
FIN,IRN,2013,509
FIN,ISR,2013,2
FIN,JOR,2013,5
FIN,KAZ,2013,7
FIN,KEN,2013,7
FIN,KGZ,2013,21
FIN,LVA,2013,7
FIN,LBN,2013,12
FIN,LBR,2013,4
FIN,LBY,2013,11
FIN,MWI,2013,4
FIN,MRT,2013,5
FIN,MNG,2013,1
FIN,MAR,2013,11
FIN,MOZ,2013,1
FIN,MMR,2013,14
FIN,NPL,2013,5
FIN,NER,2013,2
FIN,NGA,2013,115
FIN,PAK,2013,33
FIN,PER,2013,0
FIN,MDA,2013,9
FIN,ROU,2013,1
FIN,RUS,2013,672
FIN,RWA,2013,25
FIN,SEN,2013,3
FIN,SRB,2013,276
FIN,SLE,2013,16
FIN,SVK,2013,0
FIN,SOM,2013,2744
FIN,SSD,2013,1
FIN,LKA,2013,99
FIN,SDN,2013,15
FIN,SYR,2013,352
FIN,TJK,2013,11
FIN,MKD,2013,6
FIN,TGO,2013,6
FIN,TUN,2013,1
FIN,TUR,2013,180
FIN,TKM,2013,2
FIN,UGA,2013,9
FIN,UKR,2013,4
FIN,TZA,2013,5
FIN,UZB,2013,14
FIN,VEN,2013,5
FIN,VNM,2013,3
FIN,YEM,2013,5
FIN,ZWE,2013,2
FRA,AFG,2013,3213
FRA,ALB,2013,1925
FRA,DZA,2013,1333
FRA,AGO,2013,3349
FRA,ARG,2013,5
FRA,ARM,2013,3919
FRA,AZE,2013,2709
FRA,BGD,2013,3336
FRA,BLR,2013,491
FRA,BEN,2013,22
FRA,BTN,2013,102
FRA,BOL,2013,40
FRA,BIH,2013,4174
FRA,BRA,2013,8
FRA,BGR,2013,78
FRA,BFA,2013,97
FRA,BDI,2013,361
FRA,KHM,2013,12560
FRA,CMR,2013,790
FRA,CAF,2013,605
FRA,TCD,2013,1172
FRA,CHL,2013,74
FRA,CHN,2013,1904
FRA,COL,2013,480
FRA,COM,2013,474
FRA,COG,2013,3371
FRA,CIV,2013,2410
FRA,HRV,2013,77
FRA,CUB,2013,138
FRA,CZE,2013,29
FRA,PRK,2013,0
FRA,COD,2013,13513
FRA,DJI,2013,122
FRA,DOM,2013,17
FRA,ECU,2013,31
FRA,EGY,2013,422
FRA,SLV,2013,20
FRA,GNQ,2013,33
FRA,ERI,2013,1508
FRA,EST,2013,8
FRA,ETH,2013,598
FRA,GAB,2013,32
FRA,GMB,2013,140
FRA,GEO,2013,2571
FRA,DEU,2013,9
FRA,GHA,2013,544
FRA,GTM,2013,16
FRA,GIN,2013,4668
FRA,GNB,2013,941
FRA,GUY,2013,5
FRA,HTI,2013,3741
FRA,HUN,2013,64
FRA,IND,2013,197
FRA,IDN,2013,6
FRA,IRQ,2013,2677
FRA,IRN,2013,2311
FRA,JAM,2013,8
FRA,JOR,2013,11
FRA,KAZ,2013,444
FRA,KEN,2013,58
FRA,KWT,2013,6
FRA,KGZ,2013,252
FRA,LAO,2013,7261
FRA,LVA,2013,42
FRA,LBN,2013,105
FRA,LBR,2013,228
FRA,LBY,2013,42
FRA,LTU,2013,13
FRA,MDG,2013,236
FRA,MYS,2013,6
FRA,MLI,2013,3719
FRA,MRT,2013,5101
FRA,MUS,2013,6
FRA,MEX,2013,10
FRA,MNG,2013,350
FRA,MNE,2013,67
FRA,MAR,2013,197
FRA,MOZ,2013,12
FRA,MMR,2013,254
FRA,NPL,2013,100
FRA,NER,2013,52
FRA,NGA,2013,988
FRA,PAK,2013,683
FRA,PAN,2013,0
FRA,PRY,2013,5
FRA,PER,2013,292
FRA,POL,2013,160
FRA,MDA,2013,380
FRA,ROU,2013,167
FRA,RUS,2013,12795
FRA,RWA,2013,2840
FRA,SEN,2013,629
FRA,SRB,2013,11738
FRA,SLE,2013,457
FRA,SVK,2013,125
FRA,SOM,2013,1674
FRA,ZAF,2013,23
FRA,LKA,2013,23762
FRA,PSE,2013,314
FRA,SDN,2013,2430
FRA,SYR,2013,1474
FRA,TJK,2013,28
FRA,MKD,2013,316
FRA,TGO,2013,731
FRA,TUN,2013,199
FRA,TUR,2013,10867
FRA,TKM,2013,11
FRA,UGA,2013,70
FRA,UKR,2013,732
FRA,TZA,2013,0
FRA,URY,2013,0
FRA,UZB,2013,217
FRA,VEN,2013,8
FRA,VNM,2013,8528
FRA,ESH,2013,91
FRA,YEM,2013,20
FRA,ZWE,2013,37
GAB,AGO,2013,70
GAB,BDI,2013,28
GAB,CPV,2013,1
GAB,CMR,2013,2
GAB,CAF,2013,3
GAB,TCD,2013,992
GAB,COG,2013,251
GAB,CIV,2013,3
GAB,COD,2013,84
GAB,GNQ,2013,12
GAB,ETH,2013,1
GAB,GHA,2013,1
GAB,LBR,2013,7
GAB,MRT,2013,17
GAB,NER,2013,1
GAB,RWA,2013,49
GAB,STP,2013,31
GAB,SLE,2013,12
GAB,SOM,2013,4
GAB,SDN,2013,6
GAB,TGO,2013,13
GAB,TZA,2013,2
GAB,VNM,2013,4
GMB,CMR,2013,0
GMB,CIV,2013,268
GMB,COD,2013,21
GMB,ERI,2013,2
GMB,GNB,2013,2
GMB,IRQ,2013,6
GMB,LBR,2013,76
GMB,RWA,2013,1
GMB,SEN,2013,9025
GMB,SLE,2013,135
GMB,SOM,2013,5
GMB,SDN,2013,1
GMB,TGO,2013,21
GEO,AFG,2013,3
GEO,AZE,2013,2
GEO,CIV,2013,1
GEO,CUB,2013,1
GEO,EGY,2013,4
GEO,IRQ,2013,45
GEO,IRN,2013,0
GEO,RUS,2013,271
GEO,LKA,2013,0
GEO,SYR,2013,516
GEO,TJK,2013,3
GEO,TUR,2013,1
DEU,AFG,2013,24203
DEU,ALB,2013,296
DEU,DZA,2013,307
DEU,AGO,2013,850
DEU,ATG,2013,0
DEU,ARG,2013,16
DEU,ARM,2013,1022
DEU,AUS,2013,16
DEU,AUT,2013,2
DEU,AZE,2013,2082
DEU,BHS,2013,1
DEU,BHR,2013,4
DEU,BGD,2013,118
DEU,BRB,2013,1
DEU,BLR,2013,155
DEU,BEL,2013,5
DEU,BLZ,2013,0
DEU,BEN,2013,24
DEU,BTN,2013,31
DEU,BOL,2013,7
DEU,BIH,2013,1344
DEU,BWA,2013,1
DEU,BRA,2013,66
DEU,BGR,2013,94
DEU,BFA,2013,38
DEU,BDI,2013,72
DEU,CPV,2013,2
DEU,KHM,2013,26
DEU,CMR,2013,528
DEU,CAN,2013,34
DEU,CAF,2013,0
DEU,TCD,2013,18
DEU,CHL,2013,196
DEU,CHN,2013,1490
DEU,COL,2013,70
DEU,COM,2013,1
DEU,COG,2013,194
DEU,CRI,2013,3
DEU,CIV,2013,185
DEU,HRV,2013,359
DEU,CUB,2013,126
DEU,CYP,2013,0
DEU,CZE,2013,510
DEU,PRK,2013,112
DEU,COD,2013,1672
DEU,DJI,2013,2
DEU,DMA,2013,0
DEU,DOM,2013,19
DEU,ECU,2013,22
DEU,EGY,2013,266
DEU,SLV,2013,7
DEU,GNQ,2013,15
DEU,ERI,2013,3984
DEU,EST,2013,2
DEU,ETH,2013,2639
DEU,FRA,2013,15
DEU,GAB,2013,2
DEU,GMB,2013,126
DEU,GEO,2013,333
DEU,GHA,2013,236
DEU,GRC,2013,46
DEU,GTM,2013,3
DEU,GIN,2013,472
DEU,GNB,2013,17
DEU,GUY,2013,0
DEU,HTI,2013,15
DEU,HND,2013,8
DEU,HUN,2013,308
DEU,ISL,2013,0
DEU,IND,2013,401
DEU,IDN,2013,28
DEU,IRQ,2013,40230
DEU,IRN,2013,17150
DEU,ISR,2013,43
DEU,ITA,2013,10
DEU,JAM,2013,3
DEU,JPN,2013,112
DEU,JOR,2013,99
DEU,KAZ,2013,84
DEU,KEN,2013,158
DEU,KWT,2013,4
DEU,KGZ,2013,60
DEU,LAO,2013,55
DEU,LVA,2013,12
DEU,LBN,2013,449
DEU,LSO,2013,0
DEU,LBR,2013,68
DEU,LBY,2013,141
DEU,LTU,2013,7
DEU,LUX,2013,1
DEU,MDG,2013,4
DEU,MWI,2013,2
DEU,MYS,2013,11
DEU,MDV,2013,0
DEU,MLI,2013,21
DEU,MRT,2013,15
DEU,MUS,2013,1
DEU,MEX,2013,28
DEU,MCO,2013,0
DEU,MNG,2013,39
DEU,MNE,2013,218
DEU,MAR,2013,144
DEU,MOZ,2013,11
DEU,MMR,2013,825
DEU,NAM,2013,2
DEU,NPL,2013,55
DEU,NLD,2013,9
DEU,NZL,2013,10
DEU,NIC,2013,2
DEU,NER,2013,36
DEU,NGA,2013,720
DEU,NOR,2013,5
DEU,OMN,2013,2
DEU,PAK,2013,3387
DEU,PLW,2013,1
DEU,PAN,2013,1
DEU,PRY,2013,2
DEU,PER,2013,48
DEU,PHL,2013,28
DEU,POL,2013,742
DEU,PRT,2013,2
DEU,QAT,2013,0
DEU,KOR,2013,122
DEU,MDA,2013,31
DEU,ROU,2013,182
DEU,RUS,2013,4358
DEU,RWA,2013,170
DEU,VCT,2013,0
DEU,SAU,2013,11
DEU,SEN,2013,31
DEU,SRB,2013,8410
DEU,SYC,2013,1
DEU,SLE,2013,323
DEU,SGP,2013,7
DEU,SVK,2013,99
DEU,SVN,2013,11
DEU,SOM,2013,3512
DEU,ZAF,2013,32
DEU,SSD,2013,7
DEU,ESP,2013,12
DEU,LKA,2013,4077
DEU,PSE,2013,32
DEU,SDN,2013,296
DEU,SUR,2013,0
DEU,SWE,2013,3
DEU,CHE,2013,0
DEU,SYR,2013,21253
DEU,TJK,2013,73
DEU,THA,2013,58
DEU,MKD,2013,341
DEU,TGO,2013,1404
DEU,TTO,2013,0
DEU,TUN,2013,94
DEU,TUR,2013,24449
DEU,TKM,2013,21
DEU,UGA,2013,120
DEU,UKR,2013,261
DEU,ARE,2013,1
DEU,GBR,2013,8
DEU,TZA,2013,18
DEU,USA,2013,238
DEU,URY,2013,2
DEU,UZB,2013,88
DEU,VEN,2013,4
DEU,VNM,2013,1495
DEU,YEM,2013,112
DEU,ZMB,2013,5
DEU,ZWE,2013,48
GHA,BFA,2013,1
GHA,BDI,2013,1
GHA,CMR,2013,5
GHA,CAF,2013,3
GHA,TCD,2013,6
GHA,COG,2013,11
GHA,CIV,2013,9567
GHA,COD,2013,19
GHA,ERI,2013,2
GHA,ETH,2013,3
GHA,IRQ,2013,10
GHA,LBN,2013,7
GHA,LBR,2013,5249
GHA,MLI,2013,0
GHA,NGA,2013,3
GHA,RWA,2013,28
GHA,SLE,2013,66
GHA,SOM,2013,26
GHA,SDN,2013,256
GHA,SYR,2013,1
GHA,TGO,2013,3416
GHA,UGA,2013,1
GRC,AFG,2013,632
GRC,ALB,2013,52
GRC,DZA,2013,16
GRC,ARM,2013,5
GRC,AZE,2013,9
GRC,BGD,2013,46
GRC,BLR,2013,2
GRC,BFA,2013,7
GRC,BDI,2013,6
GRC,CMR,2013,19
GRC,CAN,2013,2
GRC,CAF,2013,16
GRC,CHL,2013,1
GRC,CHN,2013,12
GRC,COM,2013,1
GRC,COG,2013,10
GRC,CIV,2013,27
GRC,COD,2013,31
GRC,EGY,2013,31
GRC,SLV,2013,1
GRC,ERI,2013,50
GRC,ETH,2013,72
GRC,GMB,2013,1
GRC,GEO,2013,84
GRC,GHA,2013,20
GRC,GIN,2013,15
GRC,GNB,2013,0
GRC,HND,2013,1
GRC,IND,2013,4
GRC,IDN,2013,2
GRC,IRQ,2013,1019
GRC,IRN,2013,321
GRC,ISR,2013,2
GRC,JOR,2013,2
GRC,KEN,2013,6
GRC,KGZ,2013,1
GRC,LBN,2013,5
GRC,LBY,2013,10
GRC,MDG,2013,1
GRC,MLI,2013,1
GRC,MRT,2013,8
GRC,MAR,2013,11
GRC,MMR,2013,6
GRC,NGA,2013,103
GRC,PAK,2013,84
GRC,PHL,2013,1
GRC,RUS,2013,14
GRC,RWA,2013,7
GRC,SEN,2013,12
GRC,SRB,2013,4
GRC,SLE,2013,5
GRC,SOM,2013,82
GRC,LKA,2013,21
GRC,PSE,2013,19
GRC,SDN,2013,98
GRC,SWZ,2013,1
GRC,SYR,2013,195
GRC,TGO,2013,1
GRC,TUN,2013,3
GRC,TUR,2013,91
GRC,UGA,2013,6
GRC,UKR,2013,6
GRC,TZA,2013,4
GRC,UZB,2013,22
GRC,VNM,2013,4
GRC,ZWE,2013,2
GTM,BOL,2013,1
GTM,KHM,2013,1
GTM,CHN,2013,1
GTM,COL,2013,6
GTM,CUB,2013,2
GTM,SLV,2013,36
GTM,HND,2013,8
GTM,JAM,2013,1
GTM,NIC,2013,104
GIN,AGO,2013,1
GIN,BDI,2013,7
GIN,CAF,2013,2
GIN,TCD,2013,1
GIN,COG,2013,12
GIN,CIV,2013,6493
GIN,COD,2013,41
GIN,GMB,2013,1
GIN,LBR,2013,1761
GIN,MLI,2013,15
GIN,NGA,2013,4
GIN,RWA,2013,10
GIN,SLE,2013,193
GIN,SOM,2013,2
GIN,PSE,2013,2
GIN,TGO,2013,12
GIN,UGA,2013,3
GNB,BDI,2013,13
GNB,COG,2013,3
GNB,CIV,2013,22
GNB,COD,2013,7
GNB,GMB,2013,5
GNB,GIN,2013,10
GNB,LBR,2013,6
GNB,SEN,2013,8445
GNB,SLE,2013,22
GNB,TGO,2013,2
GUY,COD,2013,7
GUY,RWA,2013,4
HND,COL,2013,4
HND,CUB,2013,2
HND,HTI,2013,6
HND,IRN,2013,3
HND,VEN,2013,1
HKG,AFG,2013,3
HKG,BDI,2013,1
HKG,COL,2013,1
HKG,COG,2013,1
HKG,CIV,2013,4
HKG,COD,2013,0
HKG,EGY,2013,2
